GEOGRAPHICAL_BOROUGH_NAME,NEW_BOROUGH_GROUPING,RAM,CONSOLIDATED_NAME,CONSOLIDATED_TDS_NUM,DEVELOPMENT_NAME,TDS_NUM,ADDRESS_LINE_1,BUILDING_NUM,LOCATION,LOCATION_TYPE,OWNERGROUP,SOURCESYSID,CALL_CENTER_TYPE,PARENT,WONUM,TRADE_TYPE,CRAFT_DESCRIPTION,FAILURECODE,PROBLEMCODE,WOPRIORITY,REPORTDATE,ZZCREATEDATE,SCHEDSTART,TARGSTARTDATE,ACTSTART,ACTFINISH,STATUS,STATUSDATE,DISPOSITION_DESC,DISPOSITION_SUB_DESC,WORK_DONE_DESC,ZZSUBWORKTYPE,CAUSE,REMEDY,ZZRESCODE,LAST_LABTRANS_TRANSTYPE,TOTAL_REPAIRS_DONE,REPAIRS_DONE_LIST,VANDALISM_CODE,ZZCOURTORDER,ZZRRPWORKREQUIRED,ZZRRPWORKAMOUNT,DESCRIPTION,Days to Complete Or Still Open,TDS,BUILDING,STAIRHALL,ROOM
Bronx,Mixed Finance,WALTON,Marble Hill,49,MARBLE HILL,49,2861 EXTERIOR STREET,06,049.06,BUILDING,TSDWASTE,MAXIMO,Non-CCC,66502247,66502247,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,SAFETYDEVICESOOO,3,2019-04-19,2019-04-19,,,2019-04-23,2019-04-23,CLOSE,2019-04-24,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,BULKCONTAINERCLEANED,0,0,,,interior compactor ram limit switch,3.905336,049,06,,
Manhattan,Mixed Finance,DINGLE,Manhattanville,81,MANHATTANVILLE REHAB (GROUP 2),296,511 WEST 134TH STREET,02,296.02,BUILDING,DEV081,MAXIMO,Non-CCC,72341758,72612251,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2020-02-20,2020-02-20,2020-03-06,2020-03-06,2020-03-06,2020-03-06,CLOSE,2020-03-06,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Are compactor rooms clean and in good condition? NEEDS CLEANING,14.667465,296,02,,
Manhattan,NGO1,TURNER,Jefferson,64,JEFFERSON,64,310 EAST 115TH STREET,,064,DEVELOPMENT,DEV064,MAXIMO,Non-CCC,72356823,72356823,MAINTENANCE,Maintenance,COMPACTOR,NOPOWER,3,2020-02-03,2020-02-03,,,2020-03-11,2020-03-11,CLOSE,2020-03-11,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,COMPACTOR - MAINT,36.912269,064,,,
Bronx,Bronx,TOLOZANO,Monroe,88,MONROE,88,800 SOUNDVIEW AVENUE,05,088.05,BUILDING,BXCARP,MAXIMO,Non-CCC,68119404,68119404,SKILLED TRADES,Carpenter,COMPACTOR,NEEDSCLEANING,3,2019-08-09,2019-08-09,,,2019-08-09,2019-08-09,CLOSE,2019-08-09,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,HOPPERDOORREPAIRED,0,0,,,wood pieces for compactor machine,0.13306700000000002,088,05,,
Bronx,Bronx,TOLOZANO,Soundview,71,SOUNDVIEW,71,1665 RANDALL AVENUE,05,071.05,BUILDING,DEV071,MAXIMO,Non-CCC,68589482,68966701,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-09-10,2019-09-10,,,2019-09-10,2019-09-10,CLOSE,2019-09-12,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Staff service compactor daily,0.054734000000000005,071,05,,
Manhattan,NGO1,TURNER,Wilson,112,WILSON,112,405 EAST 105TH STREET,01,112.01,BUILDING,TSDWASTE,MAXIMO,Non-CCC,69603438,69603438,MAINTENANCE,Maintenance,COMPACTOR,PHOTOCELLOOO,3,2019-10-21,2019-10-21,,,2019-10-22,2019-10-22,CLOSE,2019-10-23,CLOSED,No Room Access,Work Not Done,,,,,NORMACCESS,,,0,0,,,COMPACTOR - MAINT,1.050822,112,01,,
Brooklyn,NGO1,KORBUL,Brownsville,16,BROWNSVILLE,16,284 SUTTER AVENUE,,016,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,69978997,69978997,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,HOSEOILLEAK,3,2019-11-01,2019-11-01,,,2019-11-08,2019-11-08,CLOSE,2019-11-11,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,EXTERIORCOMPACTOR - MAINT,7.288113,016,,,
Manhattan,Manhattan,GADSON,Johnson,17,JOHNSON,17,1581 PARK AVENUE,,017,DEVELOPMENT,DEV017,MAXIMO,Non-CCC,67649845,67649845,SKILLED TRADES,Caretaker,COMPACTOR,NEEDSCLEANING,3,2019-07-06,2019-07-06,,,2019-07-06,2019-07-06,CLOSE,2019-07-07,CLOSED,Completed on Arrival,Work Not Done,,,,,COMPLETEONARRIVAL,,,0,0,,,keeping 2 Caretakers to perform schedule had a call out,0.24718800000000002,017,,,
Manhattan,Mixed Finance,DINGLE,Manhattanville,81,MANHATTANVILLE,81,95 OLD BROADWAY,06,081.06,BUILDING,DEV081,MAXIMO,Non-CCC,69323263,69534691,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-10-16,2019-10-16,,,2019-10-19,2019-10-19,CLOSE,2019-10-19,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,HOPPERDOORREPAIRED,0,0,,,basemnet cleaned,2.915521,081,06,,
Bronx,Bronx,THEODORE,Butler,113,BUTLER,113,1330 WEBSTER AVENUE,,113,DEVELOPMENT,DEV113,MOBILE,Non-CCC,66456017,66456017,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2019-04-16,2019-01-25,,,2019-04-17,2019-04-17,CLOSE,2019-04-17,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,exterior compactor Unit #3,81.964039,113,,,
Bronx,Mixed Finance,WALTON,Marble Hill,49,MARBLE HILL,49,2831 EXTERIOR STREET,05,049.05,BUILDING,TSDWASTE,MAXIMO,Non-CCC,67663940,67663940,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2019-07-08,2019-07-08,,,2019-07-17,2019-07-17,CLOSE,2019-07-18,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPLETEOILCHANGE,0,0,,,oil resovior has water in it interior compactor,8.92463,049,05,,
Manhattan,Manhattan,GADSON,Grant,87,GRANT,87,75 LA SALLE STREET,04,087.04,BUILDING,DEV087,MAXIMO,Non-CCC,68018157,68529916,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-08-29,2019-08-29,,,2019-08-30,2019-08-30,CLOSE,2019-08-30,CLOSED,Closed,Work Done,,RESIDENTCAUSED,REMEDY,,WORK,1.0,REFLECTORCLEANED,0,0,,,Are interior compactors in good working order?,0.896655,087,04,,
Manhattan,Manhattan,GADSON,King Towers,30,KING TOWERS,30,40 WEST 115TH STREET,02,030.02,BUILDING,TSDWASTE,MAXIMO,Non-CCC,69514774,69514774,MAINTENANCE,Maintenance,COMPACTOR,PHOTOCELLOOO,3,2019-10-16,2019-10-16,,,2019-10-22,2019-10-22,CLOSE,2019-10-22,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,ELECPHOTOCELLREPLACED,0,0,,,COMPACTOR - MAINT,6.03897,030,02,,
Brooklyn,NGO1,KORBUL,Unity Plaza,261,UNITY PLAZA (SITES 4-27),261,360 WILLIAMS AVENUE,,261,DEVELOPMENT,DEV261,MAXIMO,Non-CCC,69355640,69355640,MAINTENANCE,Maintenance,COMPACTOR,RAMSLOW,3,2019-10-02,2019-10-02,,,,,CLOSE,2019-11-26,CLOSED,Service Restored,Work Not Done,,,,SERVREST,,,,0,0,,,Maint workers working with lead inspectors,54.728356000000005,261,,,
Brooklyn,Brooklyn,TAYLOR,Whitman,514,WHITMAN,514,131 CUMBERLAND WALK,01,514.01,BUILDING,DEV514,MAXIMO,Non-CCC,68015649,68468945,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-08-26,2019-08-26,,,2019-08-27,2019-08-27,CLOSE,2019-09-05,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order? 124 Carlton Compactor O/O/O,1.025197,514,01,,
Queens,Queens-Staten Island,CORIOLAN,Ravenswood,48,RAVENSWOOD,48,14-01 36TH AVENUE,19,048.19,BUILDING,DEV048,MAXIMO,Non-CCC,68012030,68234169,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-08-15,2019-08-15,2019-08-15,2019-08-15,2019-08-15,2019-08-15,CLOSE,2019-08-15,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Are compactor rooms clean and in good condition? machine leaking oil,0.26469899999999996,048,19,,
Queens,Queens-Staten Island,DREW,Pomonok,53,POMONOK,53,65-10 PARSONS BOULEVARD,,053,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,65255704,65255704,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,HOSEOILLEAK,3,2019-01-23,2019-01-23,,,2019-01-28,2019-01-28,CLOSE,2019-01-29,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,EXTERIOR COMPACTOR - MAINT,4.90559,053,,,
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,1905 2ND AVENUE,04,062.04,BUILDING,DEV062,MAXIMO,Non-CCC,72341492,72441653,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-02-08,2020-02-08,,,2020-02-10,2020-02-10,CLOSE,2020-02-10,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,2.0979400000000004,062,04,,
Brooklyn,Brooklyn,MAYNARD,Roosevelt,135,ROOSEVELT II,177,383 PULASKI STREET,08,177.08,BUILDING,DEV135,MAXIMO,Non-CCC,68016281,68079591,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-08-06,2019-08-06,,,2019-08-07,2019-08-07,CLOSE,2019-08-07,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,REFLECTORCLEANED,0,0,,,Are interior compactors in good working order? WO# 68021754 TSDWASTE,0.869375,177,08,,
Brooklyn,Brooklyn,IEZZA,Carey Gardens,166,CONEY ISLAND I (SITE 1B),239,2007 SURF AVENUE,,239,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,67659587,67659587,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-07-08,2019-07-08,,,2019-07-10,2019-07-10,CLOSE,2019-07-12,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,2.0409029999999997,239,,,
Brooklyn,Brooklyn,HALL,Kingsborough,10,KINGSBOROUGH,10,654 KINGSBOROUGH 6TH WALK,13,010.13,BUILDING,DEV010,MAXIMO,Non-CCC,68015224,68031769,SKILLED TRADES,Caretaker,COMPACTOR,FOLLOWUP,6,2019-08-01,2019-08-01,,,,,CLOSE,2019-10-20,CLOSED,Service Restored,Work Not Done,,,,SERVREST,,,,0,0,,,Are compactor rooms clean and in good condition?,79.891435,010,13,,
Bronx,NGO1,MCMILLAN,Melrose,28,MELROSE,28,700 MORRIS AVENUE,08,028.08,BUILDING,DEV028,MAXIMO,Non-CCC,68010323,68292158,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-08-17,2019-08-17,,,2019-08-22,2019-08-22,CLOSE,2019-08-22,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order? compactor room out of service,5.0462620000000005,028,08,,
Bronx,Bronx,TOLOZANO,Pelham Parkway,39,PELHAM PARKWAY,39,2460 BRONXWOOD AVENUE,03,039.03,BUILDING,TSDWASTE,MAXIMO,Non-CCC,66827200,66827200,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2019-05-15,2019-05-15,,,2019-05-16,2019-05-16,CLOSE,2019-05-17,CLOSED,No Work Done with Sequence,Work Not Done,,,,,NOWORKDONEWITHSEQ,,,0,0,,,Unit #3,1.165394,039,03,,
Brooklyn,Mixed Finance,DINGLE,Bushwick,86,BUSHWICK,86,370 BUSHWICK AVENUE,06,086.06,BUILDING,TSDWASTE,MAXIMO,Non-CCC,66049657,66049657,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,CONTAINERFRONTROLLER,3,2019-03-28,2019-03-28,,,2019-04-02,2019-04-02,CLOSE,2019-04-02,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,CEMENTREPAIRED,0,0,,,Roller Wheels need welding,5.235428,086,06,,
Brooklyn,Brooklyn,TAYLOR,Whitman,514,WHITMAN,514,138 CUMBERLAND WALK,02,514.02,BUILDING,DEV514,MAXIMO,Non-CCC,65664208,65664208,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,RDRLOCKOOO,3,2019-02-25,2019-02-25,2019-03-29,2019-03-29,2019-03-29,2019-03-29,CLOSE,2019-04-01,CLOSED,Closed,Work Done,AWS-SCAT,NORMALWEAR,REMEDY,,WORK,2.0,DOORREPAIRED;LOCKREPAIRED,0,0,,,compactor door damaged,32.169664000000004,514,02,,
Manhattan,Mixed Finance,DINGLE,Manhattanville,81,MANHATTANVILLE,81,1430 AMSTERDAM AVENUE,04,081.04,BUILDING,TSDWASTE,MAXIMO,Non-CCC,73004579,73004579,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2020-03-18,2020-03-18,,,2020-03-23,2020-03-23,CLOSE,2020-03-23,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,EXTERIORCOMPACTOR - MAINT,4.701748,081,04,,
Brooklyn,NGO1,KORBUL,Tilden,96,TILDEN,96,300 DUMONT AVENUE,,096,DEVELOPMENT,DEV096,MAXIMO,Non-CCC,65998010,65998010,SKILLED TRADES,Vendor,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2019-03-25,2019-03-25,,,2019-04-01,2019-04-01,CLOSE,2019-04-01,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,N,,Generic Vendor Work Plan,6.947153,096,,,
Brooklyn,Brooklyn,MAYNARD,Roosevelt,135,ROOSEVELT II,177,93 LEWIS AVENUE,07,177.07,BUILDING,DEV135,MAXIMO,Non-CCC,69967877,69981094,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-11-01,2019-11-01,,,,,CLOSE,2019-11-06,CLOSED,Resolved Through Triage,Work Not Done,,,,RESLVDTHRUTRIAGE,,,,0,0,,,Are interior compactors in good working order? rat infestation - hoppers closed,4.781088,177,07,,
Manhattan,Manhattan,GADSON,Johnson,17,JOHNSON,17,1829 LEXINGTON AVENUE,10,017.10,BUILDING,DEV017,MAXIMO,Non-CCC,68018448,68107907,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-08-08,2019-08-08,,,2019-08-09,2019-08-09,CLOSE,2019-08-09,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,0.98456,017,10,,
Brooklyn,Mixed Finance,HIPPS,Marlboro,83,MARLBORO,83,2331 WEST 11TH STREET,21,083.21,BUILDING,DEV083,MAXIMO,Non-CCC,68594833,69156659,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-09-23,2019-09-23,,,2019-09-23,2019-09-23,CLOSE,2019-09-23,CLOSED,Closed,Work Done,,FINISHWORK,REMEDY,,WORK,1.0,HYDROLICCYLINDERREPAIRED,0,0,,,Are interior compactors in good working order?,0.053842999999999995,083,21,,
Bronx,Bronx,THEODORE,Butler,113,BUTLER,113,1458 WEBSTER AVENUE,06,113.06,BUILDING,ESD,MAXIMO,Non-CCC,71343076,71343076,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,LIGHTSOOO,3,2019-11-29,2019-11-29,,,2019-11-29,2019-11-29,CLOSE,2019-11-29,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,DROZD # 12468 PSA # 7  SEARCH NEGATIVE,0.05569400000000001,113,06,,
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,219 EAST 97TH STREET,02,062.02,BUILDING,DEV062,MAXIMO,Non-CCC,72341492,72573475,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-02-18,2020-02-18,,,2020-02-19,2020-02-19,CLOSE,2020-02-19,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,0.825046,062,02,,
Brooklyn,Mixed Finance,DINGLE,Bushwick,86,BUSHWICK,86,24 HUMBOLDT STREET,02,086.02,BUILDING,DEV086,MAXIMO,Non-CCC,68593798,68696797,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-09-04,2019-09-04,,,2019-09-04,2019-09-04,CLOSE,2019-09-06,CLOSED,No Work Done with Sequence,Work Not Done,,,,,NOWORKDONEWITHSEQ,,,0,0,,,Are compactor rooms clean and in good condition?,0.05566,086,02,,
Brooklyn,Mixed Finance,HIPPS,Marlboro,83,MARLBORO,83,2331 WEST 11TH STREET,21,083.21,BUILDING,DEV083,MAXIMO,Non-CCC,68015695,68513194,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-08-28,2019-08-28,,,2019-08-28,2019-08-28,CLOSE,2019-08-28,CLOSED,Unsafe Condition,Work Not Done,,,,,UNSAFECOND,,,0,0,,,Are interior compactors in good working order?,0.11855299999999999,083,21,,
Bronx,NGO1,MCMILLAN,Mott Haven,121,MOTT HAVEN,121,383 EAST 141ST STREET,02,121.02,BUILDING,ESD,MAXIMO,Non-CCC,72145639,72145639,MAINTENANCE,Maintenance,COMPACTOR,FIRE,7,2020-01-19,2020-01-19,,,2020-01-20,2020-01-20,CLOSE,2020-01-20,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,FDNY REPORTS COMPACTOR FIRE.,0.077963,121,02,,
Brooklyn,Brooklyn,MIDDLETON,Pink,89,PINK,89,1239 STANLEY AVENUE,22,089.22,BUILDING,TSDWASTE,MAXIMO,Non-CCC,66692787,66692787,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,CONTAINERFRONTROLLER,3,2019-05-03,2019-05-03,,,2019-05-03,2019-05-03,CLOSE,2019-05-04,CLOSED,No Work Done with Sequence,Work Not Done,,,,,NOWORKDONEWITHSEQ,,,0,0,,,Exterior Compactor #1,0.0020829999999999998,089,22,,
Brooklyn,Mixed Finance,DINGLE,Bushwick,86,HYLAN,109,131 MOORE STREET,01,109.01,BUILDING,DEV086,MAXIMO,Non-CCC,67968881,68001950,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-07-31,2019-07-31,,,2019-07-31,2019-07-31,CLOSE,2019-08-01,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Are compactor rooms clean and in good condition?,0.015255000000000001,109,01,,
Manhattan,Manhattan,SUGGS,Saint Nicholas,38,SAINT NICHOLAS,38,260 WEST 131ST STREET,10,038.10,BUILDING,DEV038,MAXIMO,Non-CCC,70153259,70153259,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-11-14,2019-11-14,,,2019-11-14,2019-11-14,CLOSE,2019-11-14,CLOSED,Closed,Work Done,,FINISHWORK,REMEDY,,WORK,1.0,LADDERREPAIRED,0,0,,,PUSH WATER OUT BLSG A & B SIDE,0.071655,038,10,,
Queens,Queens-Staten Island,CORIOLAN,Woodside,33,WOODSIDE,33,31-58 51ST STREET,11,033.11,BUILDING,DEV033,MAXIMO,Non-CCC,71372268,71416528,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-12-03,2019-12-03,,,2019-12-03,2019-12-03,CLOSE,2019-12-16,CLOSED,Closed,Work Done,,VANDALISM,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order? 31-58 comp ooo,0.028183,033,11,,
Brooklyn,Mixed Finance,DINGLE,Bushwick,86,BUSHWICK,86,811 FLUSHING AVENUE,01,086.01,BUILDING,DEV086,MAXIMO,Non-CCC,68593798,68696741,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-09-04,2019-09-04,,,2019-09-05,2019-09-05,CLOSE,2019-09-06,CLOSED,No Work Done with Sequence,Work Not Done,,,,,NOWORKDONEWITHSEQ,,,0,0,,,Are compactor rooms clean and in good condition?,0.889977,086,01,,
Manhattan,Manhattan,SUGGS,Clinton,123,CLINTON,123,1738 LEXINGTON AVENUE,03,123.03,BUILDING,TSDWASTE,MAXIMO,Non-CCC,71827034,71827034,MAINTENANCE,Maintenance,COMPACTOR,NOISY,3,2019-12-31,2019-12-31,,,2020-01-09,2020-01-09,CLOSE,2020-01-09,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,COMPACTOR - MAINT,8.928414,123,03,,
Brooklyn,NGO1,KORBUL,Tilden,96,TILDEN,96,300 DUMONT AVENUE,,096,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,71776507,71776507,MAINTENANCE,Maintenance,COMPACTOR,CHUTECUTOFFGATESTUCK,3,2019-12-30,2019-12-30,,,2020-01-07,2020-01-07,CLOSE,2020-01-09,CLOSED,Closed,Work Done,BUILDING,NORMALWEAR,REMEDY,,WORK,1.0,ELECTRICITYRESTORED,0,0,,,open and close button unit 2extiror,8.085266,096,,,
Manhattan,Mixed Finance,DINGLE,Manhattanville,81,MANHATTANVILLE,81,1430 AMSTERDAM AVENUE,04,081.04,BUILDING,DEV081,MAXIMO,Non-CCC,68018328,68034123,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-08-02,2019-08-02,2019-08-02,2019-08-02,2019-08-08,2019-08-08,CLOSE,2019-08-08,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are compactor rooms clean and in good condition?,6.049097,081,04,,
Manhattan,Mixed Finance,DINGLE,Frederick Samuel Apartments,377,SAMUEL (CITY),377,2525 A C POWELL BOULEVARD,13,377.13,BUILDING,DEV377,MAXIMO,Non-CCC,69322788,69764639,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-10-30,2019-10-30,,,2019-10-30,2019-10-30,CLOSE,2019-11-07,CLOSED,Closed,Work Done,,VANDALISM,REMEDY,,WORK,1.0,CHUTESHUTOFFGATEREPLACED,0,0,,,Are interior compactors in good working order? compactor down,0.07053200000000001,377,13,,
Brooklyn,Brooklyn,HALL,Kingsborough,10,KINGSBOROUGH,10,720 KINGSBOROUGH 7TH WALK,15,010.15,BUILDING,DEV010,MAXIMO,Non-CCC,68015224,68031772,SKILLED TRADES,Caretaker,COMPACTOR,FOLLOWUP,6,2019-08-01,2019-08-01,,,,,CLOSE,2019-10-20,CLOSED,Service Restored,Work Not Done,,,,SERVREST,,,,0,0,,,Are compactor rooms clean and in good condition?,79.891655,010,15,,
Brooklyn,Brooklyn,MIDDLETON,Breukelen,56,BREUKELEN,56,107-12 FARRAGUT ROAD,22,056.22,BUILDING,DEV056,MAXIMO,Non-CCC,73039956,73039956,SKILLED TRADES,Vendor,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2020-03-23,2020-03-23,,,2020-04-20,2020-04-20,CLOSE,2020-04-20,CLOSED,Previously Corrected,Work Not Done,,,,,PREV CORRECTED,,,0,0,,,Generic Vendor Work Plan arrow steel repair,27.865,056,22,,
Bronx,Bronx,THEODORE,Adams,118,ADAMS,118,700 WESTCHESTER AVENUE,02,118.02,BUILDING,DEV118,MAXIMO,Non-CCC,69312528,69524761,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-10-16,2019-10-16,,,2019-10-17,2019-10-17,CLOSE,2019-10-17,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2.0,ELECTRICITYRESTORED;DOORSAFETYSWITCHREPAIRED,0,0,,,Are compactor rooms clean and in good condition? Change Light fixture in Compactor room,0.71265,118,02,,
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,210 EAST 102ND STREET,08,062.08,BUILDING,DEV062,MAXIMO,Non-CCC,72747824,72873045,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-03-08,2020-03-08,,,2020-03-12,2020-03-12,CLOSE,2020-03-12,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,3.801597,062,08,,
Brooklyn,Brooklyn,MAYNARD,Roosevelt,135,ROOSEVELT II,177,93 LEWIS AVENUE,07,177.07,BUILDING,DEV135,MAXIMO,Non-CCC,68595317,69119260,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-09-20,2019-09-20,,,2019-09-22,2019-09-22,CLOSE,2019-09-22,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Hopper shut down - compactor OOO - TDS waste WO# 69045938,1.6956939999999998,177,07,,
Queens,Queens-Staten Island,CORIOLAN,Queensbridge South,5,QUEENSBRIDGE SOUTH,5,41-10 VERNON BOULEVARD,25,005.25,BUILDING,DEV005,MAXIMO,Non-CCC,68012335,68157613,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-08-12,2019-08-12,,,2019-08-13,2019-08-15,CLOSE,2019-08-16,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order? Waiting for contrators to repair,2.9967479999999997,005,25,,
Manhattan,Manhattan,MOLINA,Taft,97,TAFT,97,1385 5TH AVENUE,04,097.04,BUILDING,DEV097,MAXIMO,Non-CCC,69322586,69336966,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-10-01,2019-10-01,,,2019-10-01,2019-10-01,CLOSE,2019-10-02,CLOSED,Closed,Work Done,,FINISHWORK,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order? NO POWER.  EMAILED RAY LEVAN,0.054514,097,04,,
Brooklyn,Mixed Finance,DINGLE,Bushwick,86,BUSHWICK,86,811 FLUSHING AVENUE,01,086.01,BUILDING,DEV086,MAXIMO,Non-CCC,68014795,68339656,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-08-20,2019-08-20,,,2019-08-20,2019-08-20,CLOSE,2019-08-20,CLOSED,No Work Done with Sequence,Work Not Done,,,,,NOWORKDONEWITHSEQ,,,0,0,,,Are compactor rooms clean and in good condition?,0.006770999999999999,086,01,,
