1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,,26%,19%,7%,7%,32%,1%,8%,21.05,18.02,26.67,6.19,4.32,5.65,13.33,,,,,,,
DEVELOPMENT,DATA AS OF,HUD AMP#,TDS#,CONSOLIDATED TDS#,DEVELOPMENT EDP#,OPERATING EDP#,HUD #,PROGRAM,METHOD,TYPE,NUMBER OF SECTION 8 TRANSITION APARTMENTS,NUMBER OF CURRENT APARTMENTS,TOTAL NUMBER OF APARTMENTS,NUMBER OF RENTAL ROOMS,AVG NO R/R PER APARTMENT,POPULATION SECTION 8 TRANSITION,POPULATION PUBLIC HOUSING,TOTAL POPULATION,TOTAL # OF FIXED INCOME HOUSEHOLD,PERCENT FIXED INCOME HOUSEHOLDS,NUMBER OF RESIDENTIAL BLDGS,NUMBER OF NON-RESIDENTIAL BLDGS,NUMBER OF STAIRHALLS,NUMBER OF STORIES,TOTAL AREA SQ FT,ACRES,NET DEV AREA SQ FT,EXCLUDING PARK ACRES,BLDG COVERAGE SQ FT,CUBAGE CU FT,BLDG COVERAGE %,DENSITY,DEVELOPMENT COST,PER RENTAL ROOM,AVG MONTHLY GROSS RENT,LOCATION STREET A,LOCATION STREET B,LOCATION STREET C,LOCATION STREET D,BOROUGH,COMMUNITY DISTIRCT,US CONGRESSIONAL DISTRICT,NY STATE SENATE DISTRICT,NY STATE ASSEMBLY DISTRICT,NY CITY COUNCIL DISTRICT,COMPLETION DATE,FEDERALIZED DEVELOPMENT,SENIOR DEVELOPMENT,ELECTRICITY PAID BY RESIDENTS,PRIVATE MANAGEMENT,Total,Trash (tons/day),MGP (tons/day),Cardboard (tons/day),Paper (tons/day),Organics (tons/day),E-Waste (tons/day),Textiles (tons/day),Trash (CY/day),MGP (CY/day),Cardboard (CY/day),Paper  (CY/day),Organics (CY/day),E-Waste (CY/day),Textiles (CY/day),Trash (Gallons),MGP (Gallons),Cardboard (Gallons),Paper(Gallons),Organics (Gallons),E-Waste (Gallons),Textiles (Gallons)
MILL BROOK EXTENSION,1/1/19,NY005010840,132,84,570,570,NY005244C,FEDERAL,CONVENTIONAL,NEW CONST,,125,125,611.5,4.89,,297,297,54,0.432,1,0,1,16,22500,0.52,22500,0.52,8660,1130657,0.3849,571,1957000,3198,462,CYPRESS AVE,E 135TH ST,E 137TH ST,,BRONX,1,15,29,84,8,1/31/62,1979/08/01-ATP 4,,,,0.3125,0.08125,0.0154375,0.001080625,7.56438E-05,0.000024206,2.4206E-07,1.93648E-08,1.7103125,0.27818375,0.028820269,0.000468235,0.00010457,1.36764E-06,2.58133E-07,345.4386569,56.18588472,5.820944961,0.094571258,0.021120405,0.000276228,5.21361E-05
MITCHEL,1/1/19,NY005011450,145,145,249,249,NY005050,FEDERAL,CONVENTIONAL,NEW CONST,,1732,1732,7554,4.36,,4010,4010,666,0.391,10,1,12,17-19-20,699494,16.06,653938,15.01,97114,14044919,0.1388,250,33012851,4350,534,LINCOLN AVE,E 138TH ST,WILLIS AVE,E 135TH ST,BRONX,1,15,29,84,8,2/28/66,,PARTIALLY,,,4.33,1.1258,0.213902,0.01497314,0.00104812,0.000335398,3.35398E-06,2.68319E-07,23.69809,3.85451404,0.399333644,0.006487862,0.001448921,1.895E-05,3.57669E-06,4786.39803,778.5116187,80.65501337,1.310379351,0.292644332,0.003827409,0.000722398
MONROE,1/1/19,NY005000880,88,88,234,234,NY005036,FEDERAL,CONVENTIONAL,NEW CONST,,1100,1102,5299,4.82,,2691,2691,403,0.369,12,1,20,42230,805341,18.49,805341,18.49,118402,10177348,0.147,146,16449659,3100,526,SOUNDVIEW AVE,STORY AVE,TAYLOR AVE,LAFAYETTE AVE,BRONX,9,15,32,85,18,11/2/61,,,,,2.75,0.715,0.13585,0.0095095,0.000665665,0.000213013,2.13013E-06,1.7041E-07,15.05075,2.448017,0.253618365,0.004120466,0.000920215,1.20352E-05,2.27157E-06,3039.860181,494.4357856,51.22431565,0.832227071,0.185859564,0.002430802,0.000458798
MOORE,1/1/19,NY005010930,129,93,251,251,NY005080,FEDERAL,CONVENTIONAL,NEW CONST,,463,463,2165.5,4.68,,1133,1133,157,0.343,2,0,4,20,117000,2.69,117000,2.69,21826,4029275,0.1865,421,7256661,3350,520,E 147TH ST,E 149TH ST,JACKSON AVE,TRINITY AVE,BRONX,1,15,29,84,8,3/31/64,,,,,1.1575,0.30095,0.0571805,0.004002635,0.000280184,8.9659E-05,8.9659E-07,7.17272E-08,6.3349975,1.03039261,0.106750275,0.001734342,0.000387327,5.06573E-06,9.56124E-07,1279.504785,208.112517,21.56078013,0.35029194,0.07822998,0.001023147,0.000193112
MORRIS I,1/1/19,NY005011020,102,102,239,239,NY005037,FEDERAL,CONVENTIONAL,NEW CONST,,1083,1085,5237.5,4.84,,2889,2889,364,0.338,10,0,10,16-20,416831,9.57,416831,9.57,66594,9980542,0.1598,302,20735295,4008,499,PARK AVE,E 170TH ST,THIRD AVE,E 169TH ST,BRONX,3,15,33,79,16,8/31/65,,,,,2.7075,0.70395,0.1337505,0.009362535,0.000655377,0.000209721,2.09721E-06,1.67777E-07,14.8181475,2.41018401,0.249698808,0.004056786,0.000905994,1.18492E-05,2.23646E-06,2992.880523,486.7945052,50.43266714,0.819365379,0.182987189,0.002393235,0.000451707
MORRIS II,1/1/19,NY005011020,502,102,280,239,NY005079,FEDERAL,CONVENTIONAL,NEW CONST,,802,802,3765,4.69,,1989,1989,268,0.338,7,0,7,16-20,358843,8.24,313704,7.2,51875,7162265,0.1446,241,15391181,4008,507,PARK AVE,E 171ST ST,THIRD AVE,E 170TH ST,BRONX,3,15,33,79,16,8/31/65,,,,,2.005,0.5213,0.099047,0.00693329,0.00048533,0.000155306,1.55306E-06,1.24245E-07,10.973365,1.78482694,0.184910844,0.003004195,0.000670921,8.77477E-06,1.65618E-06,2216.334423,360.4886364,37.34718287,0.606769191,0.135508519,0.001772276,0.000334505
MORRIS PARK SENIOR CITIZENS HOME,1/1/19,NY005012410,277,241,504,346,NY005200,FEDERAL,CONVENTIONAL,REHAB (ELD),,97,97,296.5,3.06,,103,103,83,0.865,1,0,1,9,10000,0.23,10000,0.23,6491,561310,0.6491,448,1989852,6337,302,E 124TH ST,MADISON AVE,FIFTH AVE,,MANHATTAN,11,13,30,68,9,4/30/77,,EXCLUSIVELY,YES,,0.2425,0.06305,0.0119795,0.000838565,5.86996E-05,1.87839E-05,1.87839E-07,1.50271E-08,1.3272025,0.21587059,0.022364529,0.00036335,8.11463E-05,1.06129E-06,2.00311E-07,268.0603977,43.60024654,4.517053289,0.073387296,0.016389434,0.000214353,4.04576E-05
MORRISANIA,1/1/19,NY005011410,130,141,250,231,NY005048,FEDERAL,CONVENTIONAL,NEW CONST,,206,206,962,4.67,,531,531,69,0.34,2,0,2,16,60890,1.4,60890,1.4,13024,1769693,0.2139,379,3742711,3891,449,E 169TH ST,WASHINGTON AVE,PARK AVE,,BRONX,3,15,32,79,16,5/31/63,,,,,0.515,0.1339,0.025441,0.00178087,0.000124661,3.98915E-05,3.98915E-07,3.19132E-08,2.818595,0.45844682,0.047495803,0.000771651,0.000172331,2.25387E-06,4.25403E-07,569.2829065,92.59433802,9.592917295,0.155853433,0.034806427,0.000455223,8.59203E-05
MORRISANIA AIR RIGHTS,1/1/19,NY005012670,267,267,385,385,NY005190,FEDERAL,TURNKEY,NEW CONST,,841,843,3788.5,4.5,,1681,1681,428,0.521,3,0,5,19-23-29,274300,6.3,274300,6.3,64435,11316800,0.2349,267,40272504,10584,473,PARK AVE,E 158TH ST,E 161ST ST,E 163RD ST,BRONX,"3, 4",15,32,79,"16, 17",1/1/81,,PARTIALLY,,,2.1025,0.54665,0.1038635,0.007270445,0.000508931,0.000162858,1.62858E-06,1.30286E-07,11.5069825,1.87162027,0.193902768,0.003150284,0.000703546,9.20148E-06,1.73672E-06,2324.111283,378.0186324,39.16331769,0.636275424,0.142098085,0.001858459,0.000350772
MOTT HAVEN,1/1/19,NY005001210,121,121,244,244,NY005044,FEDERAL,CONVENTIONAL,NEW CONST,,992,993,4634,4.67,,2542,2542,313,0.317,8,1,9,20-22,417367,9.58,386817,8.88,78477,9236613,0.188,265,20670000,4456,530,E 140TH ST,E 144TH ST,ALEXANDER AVE,WILLIS AVE,BRONX,1,15,29,84,8,3/31/65,,,,,2.48,0.6448,0.122512,0.00857584,0.000600309,0.000192099,1.92099E-06,1.53679E-07,13.57304,2.20766624,0.228717653,0.003715911,0.000829867,1.08536E-05,2.04854E-06,2741.401181,445.8911812,46.19501921,0.750517504,0.167611534,0.002192142,0.000413752
NEW LANE AREA,1/1/19,NY005010350,314,35,306,306,NY005242,FEDERAL,TURNKEY,NEW CONST (ELD),,276,277,996,3.61,,348,348,244,0.891,1,0,2,10,120879,2.78,120879,2.78,29107,2204124,0.2408,125,18511313,18493,327,LINDEN PL,NEW LANE,WATER FRONT TRACT,,STATEN ISLAND,1,11,23,64,49,7/12/84,,EXCLUSIVELY,YES,,0.69,0.1794,0.034086,0.00238602,0.000167021,5.34468E-05,5.34468E-07,4.27575E-08,3.77637,0.61422972,0.063635153,0.001033862,0.00023089,3.01975E-06,5.69957E-07,762.7285544,124.0584335,12.85264647,0.208813338,0.046633854,0.00060991,0.000115117
NOSTRAND,1/1/19,NY005010360,43,36,585,585,NY005268C,FEDERAL,CONVENTIONAL,NEW CONST,,1146,1148,4966,4.33,,2327,2327,463,0.41,16,1,33,6,1036600,23.8,1036600,23.8,177223,9377365,0.171,98,13817794,2779,516,AVENUE V,BRAGG ST,AVENUE X,BATCHELDER ST,BROOKLYN,15,9,19,41,46,12/14/50,1980/07/01-ATP 6,,,,2.865,0.7449,0.141531,0.00990717,0.000693502,0.000221921,2.21921E-06,1.77536E-07,15.680145,2.55038862,0.264224224,0.004292777,0.000958697,1.25385E-05,2.36656E-06,3166.981606,515.1121911,53.3664234,0.867029294,0.193631873,0.002532454,0.000477984
OCEAN BAY APARTMENTS (OCEANSIDE),1/1/19,NY005010980,51,165,573,571,NY005244F,FEDERAL,CONVENTIONAL,NEW CONST,,417,418,1766.5,4.24,,837,837,140,0.34,7,0,14,6,354220,8.13,310500,7.13,66101,3931321,0.1866,103,5137275,2901,548,ARVERNE BLVD,B 56TH ST,BEACH CHANNEL DR,B 54TH ST,QUEENS,14,5,10,31,31,2/28/51,1979/08/01-ATP 4,,,,1.0425,0.27105,0.0514995,0.003604965,0.000252348,8.07512E-05,8.07512E-07,6.4601E-08,5.7056025,0.92802099,0.096144417,0.001562031,0.000348845,4.56244E-06,8.61131E-07,1152.383359,187.4361114,19.41867239,0.315489717,0.070457671,0.000921495,0.000173926
OCEAN HILL APARTMENTS,1/1/19,NY005011620,162,162,269,269,NY005072,FEDERAL,CONVENTIONAL,NEW CONST,,238,238,1077,4.53,,640,640,62,0.266,3,1,4,14,112916,2.59,112916,2.59,16412,2178743,0.1453,247,4875929,4527,684,BROADWAY,MACDOUGAL ST,MOTHER GASTON BLVD,CHERRY ST,BROOKLYN,16,8,18,55,37,3/31/68,,,,,0.595,0.1547,0.029393,0.00205751,0.000144026,4.60882E-05,4.60882E-07,3.68706E-08,3.256435,0.52966186,0.054873792,0.000891519,0.000199101,2.60398E-06,4.91485E-07,657.7152027,106.9779245,11.0830792,0.180063675,0.040213251,0.000525937,9.92672E-05
OCEAN HILL-BROWNSVILLE,1/1/19,NY005013510,313,351,287,765,NY005257,FEDERAL,TURNKEY,REHAB,,125,125,540.5,4.32,,304,304,16,0.131,5,0,5,4,242141,5.56,242141,5.56,78188,2000000,0.3229,55,8068686,14942,599,RALPH AVE,ATLANTIC AVE,SARATOGA AVE,DEAN ST,BROOKLYN,16,8,25,55,41,11/10/86,,,YES,,0.3125,0.08125,0.0154375,0.001080625,7.56438E-05,0.000024206,2.4206E-07,1.93648E-08,1.7103125,0.27818375,0.028820269,0.000468235,0.00010457,1.36764E-06,2.58133E-07,345.4386569,56.18588472,5.820944961,0.094571258,0.021120405,0.000276228,5.21361E-05
O'DWYER GARDENS,1/1/19,NY005011720,172,172,582,582,NY005267D,FEDERAL,CONVENTIONAL,NEW CONST,,570,573,2204,3.87,,947,947,305,0.544,6,1,7,15-16,276010,6.34,276010,6.34,34501,5421328,0.125,149,15000000,6649,525,W 32ND ST,SURF AVE,W 35TH ST,MERMAID AVE,BROOKLYN,13,8,23,46,47,12/31/69,1980/07/01-ATP 5,,,,1.425,0.3705,0.070395,0.00492765,0.000344936,0.000110379,1.10379E-06,8.83035E-08,7.799025,1.2685179,0.131420426,0.002135151,0.000476839,6.23643E-06,1.17709E-06,1575.200275,256.2076343,26.54350902,0.431244937,0.096309047,0.001259597,0.000237741
PALMETTO GARDENS,1/1/19,NY005012470,195,247,393,393,NY005196,FEDERAL,TURNKEY,NEW CONST (ELD),,113,115,340.5,3.01,,117,117,107,0.955,1,0,1,6,27419,0.63,27419,0.63,12739,750300,0.4646,186,4584000,12257,315,PALMETTO ST,GATES AVE,EVERGREEN AVE,BUSHWICK AVE,BROOKLYN,4,8,18,54,34,3/31/77,,EXCLUSIVELY,,,0.2825,0.07345,0.0139555,0.000976885,6.8382E-05,2.18822E-05,2.18822E-07,1.75058E-08,1.5461225,0.25147811,0.026053523,0.000423284,9.45312E-05,1.23635E-06,2.33352E-07,312.2765458,50.79203979,5.262134244,0.085492417,0.019092846,0.00024971,4.7131E-05
"PARK AVENUE-EAST 122ND, 123RD STREETS",1/1/19,NY005012410,204,241,321,346,NY005127,FEDERAL,TURNKEY,NEW CONST,,90,90,419,4.66,,205,205,37,0.42,2,1,2,6,32127,0.74,32127,0.74,14614,950094,0.4549,277,2101938,5017,542,E 122ND ST,PARK AVE,E 123RD ST,LEXINGTON AVE,MANHATTAN,11,13,30,68,9,3/31/70,,,,,0.225,0.0585,0.011115,0.00077805,5.44635E-05,1.74283E-05,1.74283E-07,1.39427E-08,1.231425,0.2002923,0.020750594,0.000337129,7.52903E-05,9.847E-07,1.85856E-07,248.715833,40.453837,4.191080372,0.068091306,0.015206692,0.000198884,3.7538E-05
PARK ROCK REHAB,1/1/19,NY005013510,351,351,765,765,NY005285,FEDERAL,TURNKEY,REHAB,,134,134,582,4.34,,319,319,31,0.235,9,0,9,4,53914,1.24,53914,1.24,33105,166531,0.614,257,10500000,18041,679,BELMONT AVE,JEROME ST,SUTTER AVE,BARBEY ST,BROOKLYN,8,9,"20, 25",55,36,9/1/86,,,YES,,0.335,0.0871,0.016549,0.00115843,8.10901E-05,2.59488E-05,2.59488E-07,2.07591E-08,1.833455,0.29821298,0.030895328,0.000501948,0.000112099,1.46611E-06,2.76718E-07,370.3102402,60.23126842,6.240052998,0.101380389,0.022641074,0.000296116,5.58899E-05
PARKSIDE,1/1/19,NY005010470,47,47,580,580,NY005267B,FEDERAL,CONVENTIONAL,NEW CONST,,879,879,3712.5,4.22,,1734,1734,359,0.413,14,0,20,6-7-14-15,485455,11.14,453178,10.4,96415,7454500,0.1986,156,9676316,2606,506,ADEE AVE,WHITE PLAINS RD,ARNOW AVE,BRONX PARK EAST,BRONX,11,14,36,80,15,6/12/51,1980/07/01-ATP 5,,,,2.1975,0.57135,0.1085565,0.007598955,0.000531927,0.000170217,1.70217E-06,1.36173E-07,12.0269175,1.95618813,0.20266413,0.003292627,0.000735336,9.61724E-06,1.81519E-06,2429.124635,395.0991414,40.93288496,0.665025086,0.148518688,0.001942432,0.000366621
PATTERSON,1/1/19,NY005000240,24,24,522,522,NY005216A,FEDERAL,CONVENTIONAL,NEW CONST,,1789,1791,8508.5,4.76,,4194,4194,627,0.355,15,0,25,43629,748573,17.18,702358,16.12,167841,14503544,0.2242,244,20731000,2433,519,MORRIS AVE,THIRD AVE,E 145TH ST,E 139TH ST,BRONX,1,15,29,84,8,12/31/50,1978/02/01-ATP 2,,,,4.4725,1.16285,0.2209415,0.015465905,0.001082613,0.000346436,3.46436E-06,2.77149E-07,24.4779925,3.98136583,0.412475686,0.006701377,0.001496605,1.95736E-05,3.6944E-06,4943.918057,804.1323821,83.30936427,1.353503845,0.302275237,0.003953368,0.000746172
PELHAM PARKWAY,1/1/19,NY005010390,39,39,586,586,NY005271A,FEDERAL,CONVENTIONAL,NEW CONST,,1265,1266,5446.5,4.31,,2472,2472,528,0.422,23,0,38,6,1034160,23.74,967252,22.21,184875,10665277,0.1788,104,15295753,2806,541,PELHAM PKWY,WALLACE AVE,WILLIAMSBRIDGE RD,MACE AVE,BRONX,11,14,34,80,13,6/30/50,1980/10/01-ATP 7,,,,3.1625,0.82225,0.1562275,0.010935925,0.000765515,0.000244965,2.44965E-06,1.95972E-07,17.3083625,2.81521955,0.29166112,0.004738536,0.001058248,1.38405E-05,2.6123E-06,3495.839208,568.6011534,58.907963,0.957061131,0.213738499,0.002795422,0.000527617
PENNSYLVANIA AVENUE-WORTMAN AVENUE,1/1/19,NY005011940,194,194,305,305,NY005091,FEDERAL,CONVENTIONAL,NEW CONST,,336,336,1343,4,,627,627,145,0.438,3,1,3,43693,236930,5.44,236930,5.44,40998,2712190,0.173,115,11936021,8606,462,PENNSYLVANIA AVE,WORTMAN AVE,STANLEY AVE,VERMONT ST,BROOKLYN,5,8,19,60,42,9/30/72,,,,,0.84,0.2184,0.041496,0.00290472,0.00020333,6.50657E-05,6.50657E-07,5.20526E-08,4.59732,0.74775792,0.077468882,0.001258615,0.000281084,3.67621E-06,6.93861E-07,928.5391097,151.0276581,15.64670005,0.254207542,0.056771649,0.0007425,0.000140142
PINK,1/1/19,NY005000890,89,89,235,235,NY005035,FEDERAL,CONVENTIONAL,NEW CONST,,1500,1500,7098,4.73,,3651,3651,471,0.317,22,2,25,8,1354844,31.1,1311306,30.1,193511,13316063,0.1428,117,20134047,2835,557,CRESCENT ST,LINDEN BLVD,ELDERTS LA,STANLEY AVE,BROOKLYN,5,8,19,60,42,9/30/59,,,,,3.75,0.975,0.18525,0.0129675,0.000907725,0.000290472,2.90472E-06,2.32378E-07,20.52375,3.338205,0.345843225,0.005618818,0.001254839,1.64117E-05,3.09759E-06,4145.263883,674.2306167,69.85133953,1.134855096,0.25344486,0.00331473,0.000625633
POLO GROUNDS TOWERS,1/1/19,NY005001490,149,149,260,260,NY005062,FEDERAL,CONVENTIONAL,NEW CONST,,1614,1614,7682,4.76,,3941,3941,581,0.365,4,4,12,30,659780,15.15,659780,15.15,83689,14904498,0.1268,260,32292784,4190,545,DOUGLASS BLVD,W 155TH ST,HARLEM RIVER DR,,MANHATTAN,10,13,30,71,9,6/30/68,,,,,4.035,1.0491,0.199329,0.01395303,0.000976712,0.000312548,3.12548E-06,2.50038E-07,22.083555,3.59190858,0.37212731,0.006045848,0.001350207,1.7659E-05,3.33301E-06,4460.303938,725.4721435,75.16004133,1.221104084,0.27270667,0.00356665,0.000673181
POMONOK,1/1/19,NY005000530,53,53,588,588,NY005271C,FEDERAL,CONVENTIONAL,NEW CONST,,2069,2071,8838.5,4.27,,4219,4219,839,0.409,35,0,121,39514,2238984,51.4,2083475,47.83,369627,19315843,0.1651,82,21645342,2446,563,71ST AVE,PARSONS BLVD,KISSENA BLVD,65TH AVE,QUEENS,8,6,16,27,24,6/30/52,1980/10/01-ATP 7,,,,5.1725,1.34485,0.2555215,0.017886505,0.001252055,0.000400658,4.00658E-06,3.20526E-07,28.3090925,4.60449743,0.477033088,0.007750223,0.001730841,2.26372E-05,4.27261E-06,5717.700649,929.9887639,96.34828099,1.565343463,0.349584944,0.004572118,0.000862957
PSS GRANDPARENT FAMILY APARTMENTS,1/1/19,NY005005600,560,560,,,NY005387,MIXED FINANCE,TURNKEY,NEW CONST,,50,51,235,4.7,,,,,,1,0,1,6,25595,0.59,25595,0.59,,,,,12020098,51149,,PROSPECT AVENUE,UNION AVENUE,EAST 163RD STREET,,BRONX,3,15,32,79,17,5/24/05,,,,YES,0.125,0.0325,0.006175,0.00043225,3.02575E-05,9.6824E-06,9.6824E-08,7.74592E-09,0.684125,0.1112735,0.011528108,0.000187294,4.1828E-05,5.47056E-07,1.03253E-07,138.1754628,22.47435389,2.328377984,0.037828503,0.008448162,0.000110491,2.08544E-05
PUBLIC SCHOOL 139 (CONVERSION),1/1/19,NY005011110,340,111,774,774,NY005260,FEDERAL,TURNKEY,REHAB (ELD),,125,125,423.5,3.39,,140,140,100,0.813,1,0,2,5,64945,1.49,64945,1.49,26325,2943660,0.4053,94,7898759,18348,393,"W 139,140TH STS",POWELL BLVD,LENOX AVE,,MANHATTAN,10,13,30,70,9,10/8/86,,EXCLUSIVELY,YES,,0.3125,0.08125,0.0154375,0.001080625,7.56438E-05,0.000024206,2.4206E-07,1.93648E-08,1.7103125,0.27818375,0.028820269,0.000468235,0.00010457,1.36764E-06,2.58133E-07,345.4386569,56.18588472,5.820944961,0.094571258,0.021120405,0.000276228,5.21361E-05
QUEENSBRIDGE NORTH,1/1/19,NY005005050,505,505,398,398,NY005002B,FEDERAL,CONVENTIONAL,NEW CONST,,1542,1543,6337,4.11,,3129,3129,582,0.382,13,1,48,6,886643,20.35,689843,15.84,191356,11314111,0.2158,154,6466805,1010,556,41ST AVE,VERNON BLVD,40TH AVE,21ST ST,QUEENS,1,12,12,37,26,3/15/40,,,,,3.855,1.0023,0.190437,0.01333059,0.000933141,0.000298605,2.98605E-06,2.38884E-07,21.098415,3.43167474,0.355526835,0.005776145,0.001289975,1.68712E-05,3.18433E-06,4261.331271,693.1090739,71.80717703,1.166631039,0.260541316,0.003407543,0.000643151
QUEENSBRIDGE SOUTH,1/1/19,NY005000050,5,5,843,843,NY005002A,FEDERAL,CONVENTIONAL,NEW CONST,,1603,1604,6625.5,4.13,,3284,3284,610,0.387,13,2,50,6,1268298,29.12,820525,18.84,198609,11742973,0.1566,113,7054601,1057,521,41ST AVE,VERNON BLVD,41ST RD,21ST ST,QUEENS,1,12,12,37,26,3/15/40,,,,,4.0075,1.04195,0.1979705,0.013857935,0.000970055,0.000310418,3.10418E-06,2.48334E-07,21.9330475,3.56742841,0.369591126,0.006004643,0.001341005,1.75386E-05,3.31029E-06,4429.905336,720.5277857,74.64779817,1.212781813,0.270848074,0.003542342,0.000668593
RALPH AVENUE REHAB,1/1/19,NY005011670,352,167,771,763,NY005290,FEDERAL,TURNKEY,REHAB,,118,118,529,4.48,,284,284,26,0.22,5,0,5,4,70486,1.62,70486,1.62,27982,3052668,0.397,175,6714551,12693,574,EAST NEW YORK AVE,RALPH AVE,SUTTER AVE,E 98TH ST,BROOKLYN,16,9,20,55,41,12/23/86,,,YES,,0.295,0.0767,0.014573,0.00102011,7.14077E-05,2.28505E-05,2.28505E-07,1.82804E-08,1.614535,0.26260546,0.027206334,0.000442014,9.8714E-05,1.29105E-06,2.43677E-07,326.0940921,53.03947518,5.494972043,0.089275268,0.019937662,0.000260759,4.92165E-05
RANDALL AVENUE-BALCOM AVENUE,1/1/19,NY005010630,245,63,364,218,NY005179,FEDERAL,TURNKEY,NEW CONST (ELD),,251,252,823.5,3.28,,276,276,217,0.886,3,0,3,6,230000,5.28,230000,5.28,48175,1582410,0.2095,52,9186414,10757,354,RANDALL AVE,BALCOM AVE,SCHLEY AVE,BUTTRICK AVE,BRONX,10,14,34,82,13,10/31/78,,EXCLUSIVELY,,,0.6275,0.16315,0.0309985,0.002169895,0.000151893,4.86056E-05,4.86056E-07,3.88845E-08,3.4343075,0.55859297,0.0578711,0.000940216,0.000209976,2.74622E-06,5.18331E-07,693.640823,112.8212565,11.68845748,0.189899086,0.042409773,0.000554665,0.000104689
RANDOLPH SOUTH,1/1/19,NY005026001,561,,,,,MIXED FINANCE/NON-NYCHA,CONVENTIONAL,GUT REHAB,,147,168,,,,,,,,2,0,,5,57935,,,,,,,,,,,WEST 114TH ST,FREDERICK DOUGLASS BLVD,,,MANHATTAN,10,13,30,70,9,,,,,YES,0.3675,0.09555,0.0181545,0.001270815,8.89571E-05,2.84663E-05,2.84663E-07,2.2773E-08,2.0113275,0.32714409,0.033892636,0.000550644,0.000122974,1.60834E-06,3.03564E-07,406.2358605,66.07460043,6.845431274,0.111215799,0.024837596,0.000324844,6.13121E-05
RANGEL,1/1/19,NY005000370,37,37,317,317,NY005114E,FEDERAL,CONVENTIONAL,NEW CONST,,982,984,4515,4.6,,2141,2141,339,0.357,8,0,9,14,475672,10.92,475672,10.92,71671,7911809,0.1507,196,10613000,2373,573,HARLEM RIVER DR,POLO GROUNDS TOWERS,HARLEM RIVER DRIVEWAY,,MANHATTAN,10,13,30,71,9,10/8/51,1968/08/29-FED TRAN,,,,2.455,0.6383,0.121277,0.00848939,0.000594257,0.000190162,1.90162E-06,1.5213E-07,13.436215,2.18541154,0.226412031,0.003678453,0.000821501,1.07442E-05,2.02789E-06,2713.766088,441.3963104,45.72934361,0.742951803,0.165921902,0.002170043,0.000409581
RAVENSWOOD,1/1/19,NY005000480,48,48,369,369,NY005184,FEDERAL,CONVENTIONAL,NEW CONST,,2164,2166,9134,4.22,,4278,4278,871,0.406,31,0,45,43623,1667814,38.29,1537135,35.29,346053,18107100,0.2075,112,21403996,2342,588,12TH ST,34TH AVE,24TH ST,36TH AVE,QUEENS,1,12,12,37,26,7/19/51,1971/06/29-FED TRAN,,,,5.41,1.4066,0.267254,0.01870778,0.001309545,0.000419054,4.19054E-06,3.35243E-07,29.60893,4.81591708,0.498936493,0.008106081,0.001810314,2.36766E-05,4.46879E-06,5980.234028,972.6900363,100.7721992,1.637217619,0.365636452,0.004782051,0.00090258
RED HOOK EAST,1/1/19,NY005000040,4,4,202,202,NY005001,FEDERAL,CONVENTIONAL,NEW CONST,,1404,1411,5888,4.19,,2832,2832,540,0.396,16,3,51,43502,856003,19.65,856003,19.65,192198,10734477,0.2245,144,,,525,CLINTON ST,LORRAINE ST,COLUMBIA ST,WEST 9TH ST,BROOKLYN,6,7,25,51,38,,,,,,3.51,0.9126,0.173394,0.01213758,0.000849631,0.000271882,2.71882E-06,2.17505E-07,19.21023,3.12455988,0.323709259,0.005259213,0.001174529,1.53613E-05,2.89935E-06,3879.966994,631.0798572,65.3808538,1.06222437,0.237224389,0.003102587,0.000585593
RED HOOK I,1/1/19,***,"004, 079","004, 079",202,"202, 230",NY005001,FEDERAL,CONVENTIONAL,NEW CONST,,2531,2545,10591,4.18,,5173,5137,975,0.397,27,3,89,43502,1452438,33.34,1452438,33.34,326157,19292734,0.2246,154,12102930,1137,517,DWIGHT ST,CLINTON ST,W 9TH ST,LORRAINE ST,BROOKLYN,6,7,25,51,38,11/20/39,,,,,6.3275,1.64515,0.3125785,0.021880495,0.001531635,0.000490123,4.90123E-06,3.92098E-07,34.6304075,5.63266457,0.583552802,0.009480818,0.002117332,2.7692E-05,5.22667E-06,6994.441924,1137.651794,117.8624936,1.914878832,0.427645961,0.005593055,0.001055652
RED HOOK II,1/1/19,NY005000790,079*,79,230,230,NY005029,FEDERAL,CONVENTIONAL,NEW CONST,,344,346,1618,4.7,,860,860,93,0.275,3,1,12,43538,245292,5.63,245292,5.63,35301,2896000,0.1439,153,4517169,2776,615,RICHARDS ST,DWIGHT ST,WOLCOTT ST,RED HOOK PARK,BROOKLYN,6,7,25,51,38,5/27/55,,,,,0.86,0.2236,0.042484,0.00297388,0.000208172,6.66149E-05,6.66149E-07,5.32919E-08,4.70678,0.76556168,0.07931338,0.001288582,0.000287776,3.76374E-06,7.10381E-07,950.6471837,154.6235548,16.01924053,0.260260102,0.058123355,0.000760178,0.000143479
